"","MDS1","MDS2","SampleID","Name","Plant_ID","Type","Experiment","Cohort","Harvested","Age","Site","Treatment","Line","Genotype","Block","oldPlate","newPlate","Analysis","shannon","simpson","insimpson"
"92",0.254868179434067,0.0985485027474743,"M1554P128","8_0790.root","8_0790","root","ecotypes","2008","2011","3","Jam","field","PAR.13.A","PAR","8_17","p201","M1554","Ecotypes",5.13411806676418,0.985977487190311,71.3138945616822
"93",-0.295737288189309,0.5305041098923,"M1982P664","8_0803.leaf","8_0803","leaf","ecotypes","2008","2011","3","Jam","field","MIL.20.B","MIL","8_17","p207","M1982","Ecotypes",0.63534916645592,0.33915421582218,1.51321234687777
"94",0.240007674519997,0.112966518808107,"M1978P356","8_0803.root","8_0803","root","ecotypes","2008","2011","3","Jam","field","MIL.20.B","MIL","8_17","p203","M1978","Ecotypes",5.04851578396014,0.981001038351111,52.6344554234355
"95",-0.232778696588696,-0.176715987920836,"M1980P538","8_0821.leaf","8_0821","leaf","ecotypes","2008","2011","3","Mah","field","MAH.46.A","MAH","8_18","p205","M1980","Ecotypes",3.50803268329035,0.92283004239315,12.9584106433568
"96",0.280298065652869,-0.0195462113125001,"M1980P499","8_0821.root","8_0821","root","ecotypes","2008","2011","3","Mah","field","MAH.46.A","MAH","8_18","p205","M1980","Ecotypes",5.51871515262469,0.98962020107314,96.3409799213202
"97",-0.226576141355393,-0.219136493752472,"M1982P683","8_0828.leaf","8_0828","leaf","ecotypes","2008","2011","3","Mah","field","MIL.53.A","MIL","8_18","p207","M1982","Ecotypes",3.76002472917433,0.948319493954972,19.3496557314808
"98",0.272357792172541,-0.0223673557982696,"M1980P507","8_0828.root","8_0828","root","ecotypes","2008","2011","3","Mah","field","MIL.53.A","MIL","8_18","p205","M1980","Ecotypes",5.22825342044905,0.986234158251497,72.6435780876801
"99",-0.275770016186835,-0.157671213565631,"M1980P501","8_0833.leaf","8_0833","leaf","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_18","p205","M1980","Ecotypes",3.19215998863583,0.888011870506268,8.92951783837025
"100",0.20718019169567,-0.0405636723162106,"M1955P745","8_0833.root","8_0833","root","ecotypes","2008","2011","3","Mah","field","SILLow.7","SIL","8_18","p208","M1955","Ecotypes",5.78382760594636,0.993284657752474,148.912737897813
"101",-0.191826540627461,-0.221457971808538,"M1977P1711","8_0850.leaf","8_0850","leaf","ecotypes","2008","2011","3","Mah","field","PAR.29.B2","PAR","8_18","p217","M1977","Ecotypes",4.12976577211279,0.959769462719589,24.8567398697635
"102",0.241727861332681,-0.00810030380642298,"M1980P476","8_0850.root","8_0850","root","ecotypes","2008","2011","3","Mah","field","PAR.29.B2","PAR","8_18","p205","M1980","Ecotypes",5.68542283872552,0.992446764618849,132.393596854595
"103",-0.35245472393316,-0.12544413996019,"M1982P646","8_0853.leaf","8_0853","leaf","ecotypes","2008","2011","3","Mah","field","JAM.6.A","JAM","8_18","p207","M1982","Ecotypes",1.98477637939111,0.659865767398745,2.94001574717213
"104",0.315947368910985,0.00538317157189781,"M1982P703","8_0853.root","8_0853","root","ecotypes","2008","2011","3","Mah","field","JAM.6.A","JAM","8_18","p207","M1982","Ecotypes",5.54532017110737,0.991010679425269,111.243112500737
